0.03333333333333333,0.0,1.0,2.0,2.0,0
0.05,0.0,1.6,2.0,2.0,0
0.05666666666666667,0.0,1.6,2.0000000000000004,2.0,2.2204460492503126e-16
0.06333333333333334,0.0,1.4,2.0000000000000004,2.0,2.2204460492503126e-16
0.07333333333333333,0.5,2.0,2.0,2.0,2.2204460492503126e-16
0.07333333333333333,0.5,2.0,2.0,2.0,2.2204460492503126e-16
0.07133357332853342,0.5,2.0,1.886805268609659,1.9762873970325454,0.05098543455407539
0.06466770664586706,0.0,1.0,1.6666999999999996,1.9011519609800165,0.16220874867163199
0.07800143997120057,0.5,1.2,1.666700000000001,1.8315203476009578,0.14163287750469544
0.08733525329493409,0.5,1.2,1.6666999999999998,1.7668091746445338,0.1256894144107386
0.09666906661866762,0.5,1.2,1.6666999999999998,1.7065146943334946,0.11297224803699552
0.10600287994240114,0.5,0.8,1.6666999999999992,1.6666999999999996,0.10259205609988443
0.1233365332693346,0.5,0.8,1.6666999999999994,1.6666999999999996,0.09395886462217033
0.14067018659626804,0.5,1.2,1.6667000000000005,1.6666999999999998,0.09442699526407747
0.15000399992000155,0.5,1.2,1.6667,1.6666999999999998,0.09962909061835898
0.17000222222222217,0.5,1.2,2.9996000713210607,1.8292706729180144,0.3842926080646466
0.1900022222222222,1.0,2.4,3.0000000000000107,2.0270200887308145,0.3701332263071306
0.19666888888888892,1.0,2.4,3.000000000000004,2.2727061541998816,0.35690938156211605
0.20333555555555557,1.0,1.6,3.0000000000000004,2.586163498920825,0.34459784590460746
0.21889111111111112,1.0,1.6,2.999999999999996,2.999920005733014,0.3331073575018834
0.23444666666666664,1.0,1.6,2.999999999999996,3.0000000000000018,0.32235843410431453
0.2500022222222222,1.0,1.6,3.000000000000001,3.0,0.31228153190062674
0.2655577777777778,1.0,1.6,3.000000000000001,2.999999999999999,0.3028155392299053
0.28111333333333327,1.0,0.8,3.000000000000001,2.9999999999999987,0.29390653618862395
0.3055577777777777,1.0,0.8,2.999999999999996,2.999999999999999,0.2860620982691926
0.33000222222222214,1.0,0.8,2.999999999999996,2.999999999999999,0.30034118315843156
